Number,Month,Day,Hour,Minute,Second,Easting (m),Northing (m),Depth (m),Magnitude Mw
9766,11,22,0,1,36,3357.8,4274.9,3425.7,-0.22
9767,11,22,0,2,7,4237.0,4668.4,3267.2,-0.07
9768,11,22,0,2,21,3060.5,3973.9,3478.6,-0.17
9769,11,22,0,3,6,3050.2,3944.9,3474.4,-0.18
9770,11,22,0,4,29,4263.1,4720.9,3424.9,-0.11
9771,11,22,0,4,34,3092.6,4001.4,3405.8,-0.13
9772,11,22,0,4,53,4220.4,4658.4,3437.2,-0.16
9773,11,22,0,5,15,3065.4,3950.4,3458.6,0.04
9774,11,22,0,6,26,3057.7,3951.4,3463.3,-0.02
9775,11,22,0,7,52,3342.6,3891.9,3448.2,-0.04
9776,11,22,0,8,23,3081.1,3989.4,3458.8,-0.19
9777,11,22,0,8,27,3068.3,3980.4,3427.6,-0.05
9778,11,22,0,8,42,3047.3,3909.9,3451.9,-0.16
9779,11,22,0,9,5,2928.7,3204.4,3361.9,-0.08
9780,11,22,0,9,44,4238.1,4707.4,3388.3,0.01
9781,11,22,0,10,24,3074.4,4067.4,3368.1,-0.15
9782,11,22,0,10,31,3076.0,3997.4,3264.4,0.07
9783,11,22,0,10,55,3061.2,3973.4,3421.8,-0.09
9784,11,22,0,11,33,3076.4,3990.9,3323.4,0.12
9785,11,22,0,12,11,3054.9,3944.4,3472.9,-0.17
9786,11,22,0,13,7,3329.5,3860.9,3250.8,0.15
9787,11,22,0,16,31,3351.6,3962.4,3358.1,-0.26
9788,11,22,0,17,35,4245.1,4692.4,3441.1,0.08
9789,11,22,0,17,45,4203.7,4687.4,3459.0,0.06
9790,11,22,0,17,51,4227.6,4660.4,3449.6,0.13
9791,11,22,0,19,29,4057.3,4730.4,3299.3,0.22
9792,11,22,0,19,34,3071.7,3973.9,3035.6,-0.07
9793,11,22,0,20,0,3074.4,3979.4,3457.2,-0.02
9794,11,22,0,20,4,3074.0,3976.4,3316.1,-0.01
9795,11,22,0,22,5,3070.6,3941.4,3357.7,-0.07
9796,11,22,0,22,30,3069.6,3931.4,3426.2,-0.06
9797,11,22,0,23,7,3350.6,4260.4,3316.1,-0.06
9798,11,22,0,28,17,3119.9,3923.9,3295.0,0.10
9799,11,22,0,28,39,3056.9,3946.4,3205.0,-0.10
9800,11,22,0,28,45,3047.4,3909.4,3341.2,-0.18
9801,11,22,0,30,4,4097.3,4845.4,3407.9,-0.03
9802,11,22,0,31,18,3083.4,4032.9,3409.1,-0.04
9803,11,22,0,31,27,3060.1,3968.4,3499.0,-0.01
9804,11,22,0,32,20,3050.6,3900.4,3518.9,0.02
9805,11,22,0,33,4,3059.7,3967.4,3473.2,-0.10
9806,11,22,0,33,11,3035.8,3895.4,3406.5,0.02
9807,11,22,0,35,55,3361.3,3935.9,3409.0,-0.09
9808,11,22,0,36,8,3092.6,3921.9,3397.7,0.08
9809,11,22,0,36,26,3012.6,3886.9,3462.8,-0.20
9810,11,22,0,36,57,4249.3,4685.4,3422.7,-0.15
9811,11,22,0,38,26,4189.1,4668.4,3491.8,0.02
9812,11,22,0,38,36,3077.9,4008.4,3497.8,-0.10
9813,11,22,0,41,52,3072.7,3951.4,3409.8,-0.12
9814,11,22,0,42,41,3060.3,3939.4,3414.9,-0.12
9815,11,22,0,43,12,3021.4,3900.4,3327.4,0.00
9816,11,22,0,43,26,3045.0,3927.9,3501.1,-0.01
9817,11,22,0,43,31,3039.4,3918.4,3320.6,0.02
9818,11,22,0,44,3,4186.1,4652.4,3332.8,0.33
9819,11,22,0,44,29,3054.7,3926.9,3496.0,-0.16
9820,11,22,0,45,5,4239.5,4672.9,3414.8,-0.09
9821,11,22,0,45,52,3383.3,3965.4,3456.2,-0.16
9822,11,22,0,48,14,2987.6,3842.4,3445.6,-0.04
9823,11,22,0,48,40,3069.3,3941.4,3446.9,-0.04
9824,11,22,0,51,14,3064.6,3975.4,3331.0,-0.03
9825,11,22,0,51,19,4234.3,4657.9,3427.3,0.01
9826,11,22,0,51,35,3062.9,3953.9,3499.6,-0.01
9827,11,22,0,52,52,3083.3,3979.9,3431.1,-0.17
9828,11,22,0,53,9,4119.0,4717.4,3461.4,-0.15
9829,11,22,0,53,34,4076.1,4737.9,3346.7,0.24
9830,11,22,0,53,56,4073.0,4758.9,3404.4,-0.12
9831,11,22,0,54,41,3349.7,4317.4,3345.5,-0.05
9832,11,22,0,55,35,3025.5,3917.4,3474.6,-0.10
9833,11,22,0,55,54,3040.7,3910.4,3342.0,-0.20
9834,11,22,0,56,35,3046.3,3921.9,3423.4,0.00
9835,11,22,0,59,48,3041.9,3930.4,3431.1,-1.00
9836,11,22,1,0,6,3367.0,3949.9,3308.2,0.00
9837,11,22,1,2,1,3080.3,3993.9,3409.6,-0.09
9838,11,22,1,2,23,3058.9,3951.4,3423.5,-0.13
9839,11,22,1,3,3,4217.1,4650.4,3417.2,-0.15
9840,11,22,1,3,27,4163.4,4670.9,3339.2,-0.15
9841,11,22,1,4,13,3052.3,3954.4,3432.0,-0.14
9842,11,22,1,4,24,3335.1,3886.4,3360.0,-0.11
9843,11,22,1,5,19,3084.0,4011.9,3467.7,0.02
9844,11,22,1,8,42,3033.1,3946.4,3272.9,-0.08
9845,11,22,1,9,26,4071.9,4697.9,3301.9,0.04
9846,11,22,1,9,40,4109.9,4740.4,3396.1,-0.06
9847,11,22,1,9,49,3089.7,3986.4,3292.7,-0.06
9848,11,22,1,9,54,4064.8,4743.4,3361.9,-0.11
9849,11,22,1,11,30,3350.6,3874.4,3469.3,0.03
9850,11,22,1,15,0,3695.3,4053.4,3866.3,-0.14
9851,11,22,1,15,30,3052.6,3912.4,3284.7,-0.25
9852,11,22,1,15,49,3035.9,3906.9,3426.0,-0.22
9853,11,22,1,15,52,3048.8,3937.4,3408.2,-0.29
9854,11,22,1,16,10,3043.4,3913.4,3415.0,-0.32
9855,11,22,1,16,44,3041.3,3930.4,3351.7,-0.30
9856,11,22,1,17,17,3385.3,3940.4,3442.9,-0.25
9857,11,22,1,18,3,3112.7,3969.9,3479.8,0.05
9858,11,22,1,20,30,3368.3,4267.4,3319.0,-0.41
9859,11,22,1,21,37,3066.9,3935.4,3571.7,-0.18
9860,11,22,1,22,20,3037.5,3938.9,3355.6,-0.32
9861,11,22,1,23,20,3378.5,3946.4,3473.2,-0.30
9862,11,22,1,23,43,3330.5,3864.4,3366.8,-0.31
9863,11,22,1,25,37,3363.2,3695.9,3852.2,-0.22
9864,11,22,1,25,57,3336.2,3891.4,3450.7,-0.36
9865,11,22,1,26,43,3040.4,3939.9,3443.0,-0.26
9866,11,22,1,27,10,3093.7,3994.4,3322.9,-0.07
9867,11,22,1,29,46,3075.8,3953.4,3467.6,-0.14
9868,11,22,1,29,53,3076.6,3957.9,3420.2,-0.16
9869,11,22,1,30,2,3114.4,3946.4,3446.1,-0.09
9870,11,22,1,30,12,3067.7,3962.9,3403.7,-0.22
9871,11,22,1,30,26,3075.5,3969.4,3347.9,-0.32
9872,11,22,1,31,41,3027.3,3902.4,3329.4,-0.32
9873,11,22,1,31,57,4209.6,4662.4,3430.6,-0.28
9874,11,22,1,33,51,4160.2,4635.4,3343.8,0.16
9875,11,22,1,34,43,3094.7,3916.9,3420.8,0.05
9876,11,22,1,36,17,3432.1,3637.4,3863.9,-0.28
9877,11,22,1,36,28,3385.5,3940.4,3417.1,-0.27
9878,11,22,1,36,46,3348.3,3931.4,3390.4,-0.30
9879,11,22,1,37,24,3056.2,3932.4,3460.4,-0.25
9880,11,22,1,37,35,3357.7,3914.4,3537.2,-0.32
9881,11,22,1,37,43,3343.4,3884.9,3349.8,-0.20
9882,11,22,1,38,8,4153.4,4579.9,3343.3,0.05
9883,11,22,1,38,13,3354.6,4218.4,3265.8,-0.37
9884,11,22,1,39,16,3049.3,3932.4,3483.1,-0.24
9885,11,22,1,41,23,3079.0,3916.4,3368.8,-0.05
9886,11,22,1,41,28,3040.4,3899.4,3361.7,-0.19
9887,11,22,1,43,22,4147.1,4698.9,3218.1,-0.10
9888,11,22,1,43,31,4168.3,4728.4,3621.3,-0.09
9889,11,22,1,43,56,3351.6,4288.4,3336.5,-0.22
9890,11,22,1,45,31,3064.1,3943.9,3408.0,-0.11
9891,11,22,1,45,43,4093.4,4699.4,3383.8,-0.17
9892,11,22,1,45,46,4061.3,4719.4,3263.9,-0.25
9893,11,22,1,49,11,4089.5,4746.9,3411.8,-0.14
9894,11,22,1,50,7,3431.8,4332.4,4078.0,0.03
9895,11,22,1,50,43,3039.4,3926.4,3243.8,-0.16
9896,11,22,1,51,12,3041.5,3969.4,3321.5,0.03
9897,11,22,1,51,28,3081.8,4008.9,3303.9,0.05
9898,11,22,1,51,31,3065.6,3961.4,3466.6,-0.23
9899,11,22,1,51,34,3392.1,3957.4,3465.2,-0.06
9900,11,22,1,51,37,3070.8,3988.9,3387.6,-0.14
9901,11,22,1,52,51,3339.4,3919.4,3440.8,-0.15
9902,11,22,1,52,56,3040.4,3943.4,3330.4,-0.16
9903,11,22,1,55,41,3437.3,4688.9,3395.8,0.19
9904,11,22,1,58,9,3383.3,4213.4,3163.6,-0.01
9905,11,22,1,58,47,3033.8,3921.9,3379.2,-0.13
9906,11,22,1,59,32,4170.4,4519.4,3671.5,-0.55
9907,11,22,2,0,29,3385.8,4155.9,3842.5,-0.40
9908,11,22,2,1,46,3288.8,4079.4,3741.6,-0.10
9909,11,22,2,2,56,3099.1,3955.4,3440.5,-0.10
9910,11,22,2,3,18,3061.9,3922.4,3429.0,-0.11
9911,11,22,2,4,34,4240.3,4673.4,3513.1,-0.08
9912,11,22,2,5,6,3027.8,3909.4,3396.6,-0.16
9913,11,22,2,5,48,4065.6,4725.9,3510.5,0.22
9914,11,22,2,6,48,4243.2,4685.9,3325.6,-0.07
9915,11,22,2,7,26,3044.3,3967.4,3449.7,-0.10
9916,11,22,2,8,55,3385.1,3955.4,3533.9,-0.02
9917,11,22,2,9,35,2987.9,3834.4,3435.0,-0.19
9918,11,22,2,11,26,4104.4,4572.4,3382.7,-0.11
9919,11,22,2,13,44,4243.2,4686.9,3413.4,-0.06
9920,11,22,2,14,12,3124.9,4065.9,3466.7,-0.19
9921,11,22,2,15,26,3375.9,4220.4,3765.5,-0.13
9922,11,22,2,15,42,3370.7,4272.9,3781.5,-0.11
9923,11,22,2,16,25,3405.3,4265.4,3665.1,-0.02
9924,11,22,2,16,49,3061.0,3911.9,3356.6,0.10
9925,11,22,2,16,55,4270.3,4691.9,3432.2,-0.05
9926,11,22,2,17,3,3055.9,3957.4,3447.9,-0.19
9927,11,22,2,18,10,3059.3,3959.4,3460.8,-0.02
9928,11,22,2,18,31,3054.9,3943.9,3423.2,-0.19
9929,11,22,2,20,53,3341.6,4102.9,3690.1,-0.18
9930,11,22,2,21,23,3058.9,3950.4,3364.7,-0.18
9931,11,22,2,21,39,3418.8,4264.9,3685.8,-0.12
9932,11,22,2,22,14,3062.6,3943.9,3432.4,-0.15
9933,11,22,2,22,22,3036.6,3925.4,3412.2,-0.26
9934,11,22,2,23,41,4224.7,4675.4,3267.6,0.09
9935,11,22,2,24,18,3390.4,4157.4,3877.0,-0.16
9936,11,22,2,25,2,3050.0,3945.4,3388.8,-0.20
9937,11,22,2,25,8,3284.9,4150.9,3792.3,-0.17
9938,11,22,2,25,18,3050.6,3962.9,3418.6,-0.12
9939,11,22,2,25,42,4162.2,4644.4,3232.2,0.06
9940,11,22,2,26,25,3151.3,4198.4,3725.9,-0.09
9941,11,22,2,27,13,3559.4,4500.4,3481.5,-0.15
9942,11,22,2,27,26,3437.0,4167.9,3638.9,-0.15
9943,11,22,2,27,34,3295.3,4280.4,3850.0,-0.10
9944,11,22,2,27,54,3327.0,4174.4,3697.0,-0.15
9945,11,22,2,30,31,3072.7,3920.9,3452.3,-0.23
9946,11,22,2,30,34,3080.7,3977.9,3457.0,-0.17
9947,11,22,2,30,36,3102.4,4000.9,3425.8,-0.15
9948,11,22,2,30,55,3293.4,4121.4,3751.0,-0.16
9949,11,22,2,31,1,3332.0,3991.4,3803.6,0.00
9950,11,22,2,32,48,3334.2,4251.4,3953.3,-0.04
9951,11,22,2,35,20,3167.4,3984.9,3461.5,-0.15
9952,11,22,2,35,58,3433.8,3936.9,3243.4,-0.08
9953,11,22,2,36,6,3098.3,3970.9,3452.7,0.10
9954,11,22,2,37,5,3063.6,3937.4,3479.5,0.19
9955,11,22,2,37,46,3403.5,4115.9,3652.7,-0.06
9956,11,22,2,38,57,3355.4,3957.9,3724.4,-0.08
9957,11,22,2,39,1,3354.3,3988.4,3772.5,-0.11
9958,11,22,2,40,11,3059.6,3944.4,3407.4,0.19
9959,11,22,2,40,47,4177.6,4563.4,3732.3,0.13
9960,11,22,2,44,36,4148.8,4644.4,3529.2,-0.07
9961,11,22,2,44,44,4219.2,4656.4,3399.0,0.01
9962,11,22,2,45,22,3442.4,4224.4,3636.8,-0.19
9963,11,22,2,46,41,3064.6,3978.4,3489.7,0.13
9964,11,22,2,49,57,3020.2,3943.9,3189.0,-0.24
9965,11,22,2,51,24,3360.5,3939.9,3493.1,-0.13
9966,11,22,2,52,55,4107.2,4749.9,2971.3,-0.05
9967,11,22,2,54,51,4263.8,4699.4,3433.3,-0.11
9968,11,22,2,55,0,3374.6,3930.4,3271.2,0.03
9969,11,22,2,55,6,3067.9,3966.9,3417.8,-0.14
9970,11,22,2,55,40,3352.5,3908.4,3367.3,-0.21
9971,11,22,2,56,32,3047.8,3940.4,3425.3,-0.14
9972,11,22,2,56,55,4108.8,4714.4,3407.7,-0.08
9973,11,22,2,56,59,4140.8,4666.9,3301.5,0.77
9974,11,22,2,57,2,3880.0,3192.4,3843.2,0.44
9975,11,22,2,57,16,4157.1,4728.9,3483.9,-0.15
9976,11,22,2,57,42,3406.3,4343.4,3742.2,-0.17
9977,11,22,2,57,54,3037.7,3915.4,3404.1,-0.17
9978,11,22,3,0,18,3072.6,3968.4,3329.6,-0.76
9979,11,22,3,1,5,4055.2,4710.4,3351.4,-0.16
9980,11,22,3,1,29,4059.1,4767.4,3374.7,-0.18
9981,11,22,3,4,11,3390.9,4125.4,3583.5,0.22
