Seg2File,Mw
66316.16.11.28.07.16.00.dat,-0.31
66318.16.11.28.07.18.00.dat,-0.02
66319.16.11.28.07.19.00.dat,-0.33
66326.16.11.28.07.26.00.dat,0.52
66331.16.11.28.07.31.00.dat,-0.09
66333.16.11.28.07.33.00.dat,-0.38
66334.16.11.28.07.34.00.dat,-0.08
66335.16.11.28.07.35.00.dat,0.15
66336.16.11.28.07.36.00.dat,-0.09
66340.16.11.28.07.40.00.dat,0.12
66343.16.11.28.07.43.00.dat,-0.37
66344.16.11.28.07.44.00.dat,-0.11
66345.16.11.28.07.45.00.dat,-0.08
66346.16.11.28.07.46.00.dat,-0.06
66347.16.11.28.07.47.00.dat,0.14
66350.16.11.28.07.50.00.dat,-0.29
66352.16.11.28.07.52.00.dat,0.37
66354.16.11.28.07.54.00.dat,0.27
66356.16.11.28.07.56.00.dat,-0.02
66358.16.11.28.07.58.00.dat,-0.15
66359.16.11.28.07.59.00.dat,0.15
66361.16.11.28.08.01.00.dat,-0.28
66362.16.11.28.08.02.00.dat,0.27
66364.16.11.28.08.04.00.dat,0.07
66365.16.11.28.08.05.00.dat,1.17
66367.16.11.28.08.07.00.dat,-0.09
66369.16.11.28.08.09.00.dat,-0.45
66373.16.11.28.08.13.00.dat,-0.22
66375.16.11.28.08.15.00.dat,0.14
66376.16.11.28.08.16.00.dat,-0.38
66377.16.11.28.08.17.00.dat,0.05
66378.16.11.28.08.18.00.dat,-0.34
66380.16.11.28.08.20.00.dat,-0.26
66382.16.11.28.08.22.00.dat,-0.54
66383.16.11.28.08.23.00.dat,-0.65
66386.16.11.28.08.26.00.dat,-0.59
66387.16.11.28.08.27.00.dat,0.35
66388.16.11.28.08.28.00.dat,-0.46
66391.16.11.28.08.31.00.dat,-0.42
66393.16.11.28.08.33.00.dat,-0.62
66394.16.11.28.08.34.00.dat,-0.58
66396.16.11.28.08.36.00.dat,-0.62
66399.16.11.28.08.39.00.dat,-0.35
66400.16.11.28.08.40.00.dat,-0.38
66401.16.11.28.08.41.00.dat,-0.37
66410.16.11.28.08.50.00.dat,-0.44
66411.16.11.28.08.51.00.dat,-0.26
66413.16.11.28.08.53.00.dat,0.41
66415.16.11.28.08.55.00.dat,-0.5
66416.16.11.28.08.56.00.dat,-0.47
66419.16.11.28.08.59.00.dat,0.08
66421.16.11.28.09.01.00.dat,-0.48
66425.16.11.28.09.05.00.dat,0.08
66427.16.11.28.09.07.00.dat,-0.41
66428.16.11.28.09.08.00.dat,0.98
66429.16.11.28.09.09.00.dat,-0.41
66430.16.11.28.09.10.00.dat,-0.48
66431.16.11.28.09.11.00.dat,-0.07
66432.16.11.28.09.12.00.dat,-0.04
66435.16.11.28.09.15.00.dat,0.64
66436.16.11.28.09.16.00.dat,-0.23
66438.16.11.28.09.18.00.dat,-0.54
66439.16.11.28.09.19.00.dat,-0.13
66442.16.11.28.09.22.00.dat,0.31
66443.16.11.28.09.23.00.dat,-0.62
66445.16.11.28.09.25.00.dat,-0.28
66448.16.11.28.09.28.00.dat,-0.14
66449.16.11.28.09.29.00.dat,-0.06
66451.16.11.28.09.31.00.dat,-0.5
66452.16.11.28.09.32.00.dat,-0.58
66454.16.11.28.09.34.00.dat,-0.4
66455.16.11.28.09.35.00.dat,-0.42
66459.16.11.28.09.39.00.dat,-0.19
66460.16.11.28.09.40.00.dat,-0.37
66461.16.11.28.09.41.00.dat,-0.35
66463.16.11.28.09.43.00.dat,-0.44
66464.16.11.28.09.44.00.dat,-0.15
66471.16.11.28.09.51.00.dat,-0.15
66473.16.11.28.09.53.00.dat,-0.33
66476.16.11.28.09.56.00.dat,-0.36
66481.16.11.28.10.01.00.dat,0.97
66482.16.11.28.10.02.00.dat,0.19
66487.16.11.28.10.07.00.dat,0.01
66491.16.11.28.10.11.00.dat,-0.21
66492.16.11.28.10.12.00.dat,0.83
66493.16.11.28.10.13.00.dat,-0.1
66495.16.11.28.10.15.00.dat,0.32
66498.16.11.28.10.18.00.dat,-0.34
66501.16.11.28.10.21.00.dat,-0.17
66504.16.11.28.10.24.00.dat,-0.21
66505.16.11.28.10.25.00.dat,-0.31
66506.16.11.28.10.26.00.dat,-0.41
66509.16.11.28.10.29.00.dat,-0.31
66510.16.11.28.10.30.00.dat,-0.31
66511.16.11.28.10.31.00.dat,1.08
66517.16.11.28.10.37.00.dat,-0.51
66519.16.11.28.10.39.00.dat,-0.43
66524.16.11.28.10.44.00.dat,-0.07
66525.16.11.28.10.45.00.dat,0.25
66527.16.11.28.10.47.00.dat,0.29
66529.16.11.28.10.49.00.dat,-0.26
66533.16.11.28.10.53.00.dat,0.47
66535.16.11.28.10.55.00.dat,-0.1
66536.16.11.28.10.56.00.dat,-0.29
66537.16.11.28.10.57.00.dat,0.2
66538.16.11.28.10.58.00.dat,-0.51
66540.16.11.28.11.00.00.dat,-0.25
66541.16.11.28.11.01.00.dat,0.55
66542.16.11.28.11.02.00.dat,-0.34
66543.16.11.28.11.03.00.dat,-0.44
66545.16.11.28.11.05.00.dat,0.1
66546.16.11.28.11.06.00.dat,-0.63
66548.16.11.28.11.08.00.dat,-0.34
66549.16.11.28.11.09.00.dat,-0.17
66550.16.11.28.11.10.00.dat,-0.51
66551.16.11.28.11.11.00.dat,-0.13
66552.16.11.28.11.12.00.dat,-0.51
66554.16.11.28.11.14.00.dat,-0.46
66555.16.11.28.11.15.00.dat,-0.26
66556.16.11.28.11.16.00.dat,0.02
66560.16.11.28.11.20.00.dat,-0.49
66561.16.11.28.11.21.00.dat,-0.52
66562.16.11.28.11.22.00.dat,-0.54
66563.16.11.28.11.23.00.dat,-0.49
66566.16.11.28.11.26.00.dat,-0.17
66570.16.11.28.11.30.00.dat,-0.35
66572.16.11.28.11.32.00.dat,-0.05
66575.16.11.28.11.35.00.dat,0.23
66578.16.11.28.11.38.00.dat,-0.2
66581.16.11.28.11.41.00.dat,-0.3
66583.16.11.28.11.43.00.dat,-0.12
66584.16.11.28.11.44.00.dat,0.39
66585.16.11.28.11.45.00.dat,-0.07
66586.16.11.28.11.46.00.dat,-0.35
66587.16.11.28.11.47.00.dat,0.17
66590.16.11.28.11.50.00.dat,-0.25
66591.16.11.28.11.51.00.dat,-0.15
66593.16.11.28.11.53.00.dat,0.09
66594.16.11.28.11.54.00.dat,-0.26
66597.16.11.28.11.57.00.dat,-0.38
66600.16.11.28.12.00.00.dat,-0.2
66604.16.11.28.12.04.00.dat,-0.29
66605.16.11.28.12.05.00.dat,-0.08
66607.16.11.28.12.07.00.dat,-0.27
66610.16.11.28.12.10.00.dat,-0.26
66611.16.11.28.12.11.00.dat,-0.26
66612.16.11.28.12.12.00.dat,0.01
66613.16.11.28.12.13.00.dat,-0.08
66614.16.11.28.12.14.00.dat,0.53
66620.16.11.28.12.20.00.dat,-0.23
66621.16.11.28.12.21.00.dat,0.14
66624.16.11.28.12.24.00.dat,-0.34
66627.16.11.28.12.27.00.dat,0.04
66630.16.11.28.12.30.00.dat,-0.28
66635.16.11.28.12.35.00.dat,-0.11
66636.16.11.28.12.36.00.dat,-0.18
66638.16.11.28.12.38.00.dat,0.29
66639.16.11.28.12.39.00.dat,0.63
66640.16.11.28.12.40.00.dat,0.1
66644.16.11.28.12.44.00.dat,0.15
66647.16.11.28.12.47.00.dat,1.78
66648.16.11.28.12.48.00.dat,-0.02
66649.16.11.28.12.49.00.dat,-0.18
66650.16.11.28.12.50.00.dat,-0.41
66651.16.11.28.12.51.00.dat,-0.31
66652.16.11.28.12.52.00.dat,-0.24
66654.16.11.28.12.54.00.dat,-0.35
66655.16.11.28.12.55.00.dat,-0.18
66656.16.11.28.12.56.00.dat,-0.15
66657.16.11.28.12.57.00.dat,-0.2
66659.16.11.28.12.59.00.dat,-0.2
66660.16.11.28.13.00.00.dat,-0.29
66661.16.11.28.13.01.00.dat,0.36
66662.16.11.28.13.02.00.dat,-0.24
66664.16.11.28.13.04.00.dat,-0.39
66669.16.11.28.13.09.00.dat,-0.18
66670.16.11.28.13.10.00.dat,-0.29
66672.16.11.28.13.12.00.dat,-0.2
66673.16.11.28.13.13.00.dat,0.26
66674.16.11.28.13.14.00.dat,-0.21
66676.16.11.28.13.16.00.dat,-0.04
66677.16.11.28.13.17.00.dat,-0.06
66679.16.11.28.13.19.00.dat,-0.31
66680.16.11.28.13.20.00.dat,0.01
66683.16.11.28.13.23.00.dat,0
66684.16.11.28.13.24.00.dat,0.15
66685.16.11.28.13.25.00.dat,-0.09
66688.16.11.28.13.28.00.dat,-0.2
66695.16.11.28.13.35.00.dat,-0.24
66697.16.11.28.13.37.00.dat,-0.05
66700.16.11.28.13.40.00.dat,-0.14
66701.16.11.28.13.41.00.dat,-0.29
66702.16.11.28.13.42.00.dat,-0.09
66703.16.11.28.13.43.00.dat,0
66705.16.11.28.13.45.00.dat,-0.26
66706.16.11.28.13.46.00.dat,-0.24
66707.16.11.28.13.47.00.dat,-0.08
66708.16.11.28.13.48.00.dat,-0.26
66711.16.11.28.13.51.00.dat,-0.16
66713.16.11.28.13.53.00.dat,-0.17
66715.16.11.28.13.55.00.dat,-0.13
66716.16.11.28.13.56.00.dat,0.08
66719.16.11.28.13.59.00.dat,-0.12
66720.16.11.28.14.00.00.dat,-0.04
66721.16.11.28.14.01.00.dat,-0.03
66722.16.11.28.14.02.00.dat,-0.28
66723.16.11.28.14.03.00.dat,-0.18
66726.16.11.28.14.06.00.dat,-0.27
66727.16.11.28.14.07.00.dat,-0.2
66728.16.11.28.14.08.00.dat,-0.39
66729.16.11.28.14.09.00.dat,-0.22
66731.16.11.28.14.11.00.dat,-0.37
66732.16.11.28.14.12.00.dat,-0.07
66735.16.11.28.14.15.00.dat,0.16
66736.16.11.28.14.16.00.dat,-0.21
66738.16.11.28.14.18.00.dat,-0.16
66739.16.11.28.14.19.00.dat,-0.36
66742.16.11.28.14.22.00.dat,-0.36
66743.16.11.28.14.23.00.dat,-0.25
66747.16.11.28.14.27.00.dat,0.08
66748.16.11.28.14.28.00.dat,-0.18
66749.16.11.28.14.29.00.dat,0.15
66750.16.11.28.14.30.00.dat,0.3
66751.16.11.28.14.31.00.dat,-0.04
66752.16.11.28.14.32.00.dat,-0.34
66753.16.11.28.14.33.00.dat,0.07
66754.16.11.28.14.34.00.dat,-0.23
66755.16.11.28.14.35.00.dat,0.06
66758.16.11.28.14.38.00.dat,-0.23
66759.16.11.28.14.39.00.dat,0
66760.16.11.28.14.40.00.dat,-0.1
66761.16.11.28.14.41.00.dat,-0.24
66763.16.11.28.14.43.00.dat,-0.13
66765.16.11.28.14.45.00.dat,-0.38
66766.16.11.28.14.46.00.dat,-0.01
66767.16.11.28.14.47.00.dat,-0.16
66768.16.11.28.14.48.00.dat,0.13
66769.16.11.28.14.49.00.dat,-0.22
66773.16.11.28.14.53.00.dat,-0.21
66775.16.11.28.14.55.00.dat,-0.15
66779.16.11.28.14.59.00.dat,-0.14
66781.16.11.28.15.01.00.dat,-0.24
66782.16.11.28.15.02.00.dat,1.18
66783.16.11.28.15.03.00.dat,-0.12
66786.16.11.28.15.06.00.dat,-0.12
66788.16.11.28.15.08.00.dat,-0.14
66790.16.11.28.15.10.00.dat,0.85
66795.16.11.28.15.15.00.dat,0.12
66796.16.11.28.15.16.00.dat,-0.07
66802.16.11.28.15.22.00.dat,-0.15
66804.16.11.28.15.24.00.dat,-0.1
66806.16.11.28.15.26.00.dat,0.04
66809.16.11.28.15.29.00.dat,0.98
66810.16.11.28.15.30.00.dat,0.04
66811.16.11.28.15.31.00.dat,-0.18
66815.16.11.28.15.35.00.dat,1.94
66824.16.11.28.15.44.00.dat,-0.23
66831.16.11.28.15.51.00.dat,0.2
66832.16.11.28.15.52.00.dat,-0.04
66833.16.11.28.15.53.00.dat,0.45
66834.16.11.28.15.54.00.dat,-0.02
66836.16.11.28.15.56.00.dat,0.15
66838.16.11.28.15.58.00.dat,0.13
66841.16.11.28.16.01.00.dat,-0.04
66843.16.11.28.16.03.00.dat,0.01
66845.16.11.28.16.05.00.dat,0.04
66846.16.11.28.16.06.00.dat,-0.23
66848.16.11.28.16.08.00.dat,-0.36
66852.16.11.28.16.12.00.dat,-0.11
66865.16.11.28.16.25.00.dat,0.12
66866.16.11.28.16.26.00.dat,0.32
66867.16.11.28.16.27.00.dat,-0.15
66874.16.11.28.16.34.00.dat,0.21
66887.16.11.28.16.47.00.dat,-0.09
66902.16.11.28.17.02.00.dat,-0.32
66906.16.11.28.17.06.00.dat,-0.35
66912.16.11.28.17.12.00.dat,-0.18
66913.16.11.28.17.13.00.dat,0.02
66914.16.11.28.17.14.00.dat,-0.05
66915.16.11.28.17.15.00.dat,-0.22
66916.16.11.28.17.16.00.dat,-0.1
66919.16.11.28.17.19.00.dat,-0.21
66921.16.11.28.17.21.00.dat,-0.13
66924.16.11.28.17.24.00.dat,-0.29
66926.16.11.28.17.26.00.dat,-0.11
66927.16.11.28.17.27.00.dat,-0.2
66930.16.11.28.17.30.00.dat,0.06
66933.16.11.28.17.33.00.dat,-0.02
66939.16.11.28.17.39.00.dat,-0.18
66941.16.11.28.17.41.00.dat,-0.03
66944.16.11.28.17.44.00.dat,-0.15
66951.16.11.28.17.51.00.dat,0.36
66954.16.11.28.17.54.00.dat,0
66958.16.11.28.17.58.00.dat,-0.14
66959.16.11.28.17.59.00.dat,0.34
66967.16.11.28.18.07.00.dat,-0.13
66973.16.11.28.18.13.00.dat,-0.16
66987.16.11.28.18.27.00.dat,0.03
66996.16.11.28.18.36.00.dat,0.17
66999.16.11.28.18.39.00.dat,0.04
67004.16.11.28.18.44.00.dat,0.48
67005.16.11.28.18.45.00.dat,-0.08
67006.16.11.28.18.46.00.dat,0.25
67013.16.11.28.18.53.00.dat,0.57
67030.16.11.28.19.10.00.dat,0.56
67032.16.11.28.19.12.00.dat,0.11
67034.16.11.28.19.14.00.dat,0
67041.16.11.28.19.21.00.dat,0.68
67044.16.11.28.19.24.00.dat,-0.3
67045.16.11.28.19.25.00.dat,-0.14
67050.16.11.28.19.30.00.dat,0.43
67054.16.11.28.19.34.00.dat,-0.42
67056.16.11.28.19.36.00.dat,-0.02
67057.16.11.28.19.37.00.dat,-0.04
67065.16.11.28.19.45.00.dat,-0.25
67069.16.11.28.19.49.00.dat,0
67071.16.11.28.19.51.00.dat,0.26
67072.16.11.28.19.52.00.dat,-0.14
67074.16.11.28.19.54.00.dat,-0.05
67078.16.11.28.19.58.00.dat,-0.08
67080.16.11.28.20.00.00.dat,-0.16
67081.16.11.28.20.01.00.dat,-0.27
67083.16.11.28.20.03.00.dat,-0.13
67086.16.11.28.20.06.00.dat,0.24
67102.16.11.28.20.22.00.dat,0.26
67107.16.11.28.20.27.00.dat,-0.1
67108.16.11.28.20.28.00.dat,0.01
67109.16.11.28.20.29.00.dat,0.34
67113.16.11.28.20.33.00.dat,-0.12
67116.16.11.28.20.36.00.dat,0.17
67119.16.11.28.20.39.00.dat,0.05
67121.16.11.28.20.41.00.dat,0.11
67122.16.11.28.20.42.00.dat,0.6
67123.16.11.28.20.43.00.dat,0.27
67132.16.11.28.20.52.00.dat,0.35
67137.16.11.28.20.57.00.dat,-0.04
67139.16.11.28.20.59.00.dat,-0.13
67146.16.11.28.21.06.00.dat,-0.21
67155.16.11.28.21.15.00.dat,0.23
67159.16.11.28.21.19.00.dat,0.03
67160.16.11.28.21.20.00.dat,0.06
67162.16.11.28.21.22.00.dat,-0.11
67166.16.11.28.21.26.00.dat,-0.24
67171.16.11.28.21.31.00.dat,-0.07
67176.16.11.28.21.36.00.dat,0.28
67177.16.11.28.21.37.00.dat,0
67179.16.11.28.21.39.00.dat,0.26
67180.16.11.28.21.40.00.dat,-0.14
67195.16.11.28.21.55.00.dat,0.01
67196.16.11.28.21.56.00.dat,-0.29
67200.16.11.28.22.00.00.dat,0.43
67202.16.11.28.22.02.00.dat,-0.33
67203.16.11.28.22.03.00.dat,-0.13
67207.16.11.28.22.07.00.dat,-0.37
67212.16.11.28.22.12.00.dat,-0.12
67216.16.11.28.22.16.00.dat,-0.1
67217.16.11.28.22.17.00.dat,-0.28
67221.16.11.28.22.21.00.dat,0.23
67228.16.11.28.22.28.00.dat,-0.28
67230.16.11.28.22.30.00.dat,-0.27
67234.16.11.28.22.34.00.dat,0.06
67235.16.11.28.22.35.00.dat,0.95
67237.16.11.28.22.37.00.dat,-0.05
67239.16.11.28.22.39.00.dat,-0.02
67242.16.11.28.22.42.00.dat,0.31
67243.16.11.28.22.43.00.dat,-0.28
67246.16.11.28.22.46.00.dat,0.46
67249.16.11.28.22.49.00.dat,0.23
67264.16.11.28.23.04.00.dat,0.1
67268.16.11.28.23.08.00.dat,-0.02
67274.16.11.28.23.14.00.dat,-0.11
67281.16.11.28.23.21.00.dat,0.07
67282.16.11.28.23.22.00.dat,0.04
67283.16.11.28.23.23.00.dat,0.05
67286.16.11.28.23.26.00.dat,0.96
67288.16.11.28.23.28.00.dat,0.13
67291.16.11.28.23.31.00.dat,-0.01
67293.16.11.28.23.33.00.dat,0.57
67297.16.11.28.23.37.00.dat,-0.03
67299.16.11.28.23.39.00.dat,0.03
67300.16.11.28.23.40.00.dat,-0.06
67304.16.11.28.23.44.00.dat,0.05
67306.16.11.28.23.46.00.dat,0.03
67308.16.11.28.23.48.00.dat,0.16
67311.16.11.28.23.51.00.dat,0.15
67312.16.11.28.23.52.00.dat,-0.08
67316.16.11.28.23.56.00.dat,0.22
67317.16.11.28.23.57.00.dat,0.01
67319.16.11.28.23.59.00.dat,0
67322.16.11.29.00.02.00.dat,-0.07
67335.16.11.29.00.15.00.dat,-0.11
67340.16.11.29.00.20.00.dat,1.13
67346.16.11.29.00.26.00.dat,-0.43
67349.16.11.29.00.29.00.dat,-0.11
67354.16.11.29.00.34.00.dat,-0.31
67355.16.11.29.00.35.00.dat,0.17
67358.16.11.29.00.38.00.dat,-0.21
67359.16.11.29.00.39.00.dat,0.26
67360.16.11.29.00.40.00.dat,-0.2
67361.16.11.29.00.41.00.dat,0.03
67364.16.11.29.00.44.00.dat,-0.08
67368.16.11.29.00.48.00.dat,-0.21
67369.16.11.29.00.49.00.dat,-0.53
67370.16.11.29.00.50.00.dat,0.06
67371.16.11.29.00.51.00.dat,0.18
67375.16.11.29.00.55.00.dat,0.27
67376.16.11.29.00.56.00.dat,-0.65
67377.16.11.29.00.57.00.dat,0.58
67378.16.11.29.00.58.00.dat,-0.07
67384.16.11.29.01.04.00.dat,-0.41
67386.16.11.29.01.06.00.dat,-0.24
67387.16.11.29.01.07.00.dat,-0.25
67391.16.11.29.01.11.00.dat,0.05
67392.16.11.29.01.12.00.dat,-0.02
67394.16.11.29.01.14.00.dat,-0.25
67398.16.11.29.01.18.00.dat,-0.01
67403.16.11.29.01.23.00.dat,-0.14
67408.16.11.29.01.28.00.dat,-0.24
67415.16.11.29.01.35.00.dat,1.16
67416.16.11.29.01.36.00.dat,-0.24
67417.16.11.29.01.37.00.dat,0.09
67418.16.11.29.01.38.00.dat,0.32
67420.16.11.29.01.40.00.dat,-0.18
67422.16.11.29.01.42.00.dat,-0.19
67423.16.11.29.01.43.00.dat,-0.1
67424.16.11.29.01.44.00.dat,0.11
67427.16.11.29.01.47.00.dat,-0.21
67428.16.11.29.01.48.00.dat,0.45
67430.16.11.29.01.50.00.dat,-0.2
67431.16.11.29.01.51.00.dat,0.67
67434.16.11.29.01.54.00.dat,-0.05
67441.16.11.29.02.01.00.dat,-0.2
67442.16.11.29.02.02.00.dat,0.1
67443.16.11.29.02.03.00.dat,0.09
67444.16.11.29.02.04.00.dat,-0.06
67450.16.11.29.02.10.00.dat,0.28
67452.16.11.29.02.12.00.dat,-0.2
67462.16.11.29.02.22.00.dat,0.13
67467.16.11.29.02.27.00.dat,0.33
67470.16.11.29.02.30.00.dat,0
67471.16.11.29.02.31.00.dat,0.07
67472.16.11.29.02.32.00.dat,1.17
67478.16.11.29.02.38.00.dat,-0.02
67480.16.11.29.02.40.00.dat,-0.1
67481.16.11.29.02.41.00.dat,-0.04
67482.16.11.29.02.42.00.dat,0.08
67483.16.11.29.02.43.00.dat,0.04
67484.16.11.29.02.44.00.dat,-0.16
67487.16.11.29.02.47.00.dat,1
67489.16.11.29.02.49.00.dat,0.02
67492.16.11.29.02.52.00.dat,-0.11
67494.16.11.29.02.54.00.dat,-0.24
67501.16.11.29.03.01.00.dat,-0.3
67504.16.11.29.03.04.00.dat,-0.34
67507.16.11.29.03.07.00.dat,0.52
67508.16.11.29.03.08.00.dat,0.2
67510.16.11.29.03.10.00.dat,0
67512.16.11.29.03.12.00.dat,0.53
67516.16.11.29.03.16.00.dat,0.12
67522.16.11.29.03.22.00.dat,0.38
67523.16.11.29.03.23.00.dat,0.47
67524.16.11.29.03.24.00.dat,-0.21
67526.16.11.29.03.26.00.dat,-0.09
67531.16.11.29.03.31.00.dat,0.09
67532.16.11.29.03.32.00.dat,-0.15
67535.16.11.29.03.35.00.dat,-0.3
67542.16.11.29.03.42.00.dat,-0.24
67543.16.11.29.03.43.00.dat,-0.2
67544.16.11.29.03.44.00.dat,-0.31
67548.16.11.29.03.48.00.dat,0.02
67551.16.11.29.03.51.00.dat,0.11
67553.16.11.29.03.53.00.dat,0.81
67554.16.11.29.03.54.00.dat,-0.22
67556.16.11.29.03.56.00.dat,-0.05
67561.16.11.29.04.01.00.dat,0.33
67562.16.11.29.04.02.00.dat,0.9
67563.16.11.29.04.03.00.dat,0.09
67564.16.11.29.04.04.00.dat,1.19
67566.16.11.29.04.06.00.dat,-0.3
67567.16.11.29.04.07.00.dat,-0.02
67571.16.11.29.04.11.00.dat,-0.36
67572.16.11.29.04.12.00.dat,2.66
67577.16.11.29.04.17.00.dat,-0.04
67578.16.11.29.04.18.00.dat,-0.31
67579.16.11.29.04.19.00.dat,0.6
67580.16.11.29.04.20.00.dat,0.22
67582.16.11.29.04.22.00.dat,0.21
67588.16.11.29.04.28.00.dat,-0.11
67589.16.11.29.04.29.00.dat,-0.61
67594.16.11.29.04.34.00.dat,-0.32
67595.16.11.29.04.35.00.dat,-0.36
67596.16.11.29.04.36.00.dat,0.96
67597.16.11.29.04.37.00.dat,-0.34
67599.16.11.29.04.39.00.dat,-0.28
67600.16.11.29.04.40.00.dat,-0.34
67602.16.11.29.04.42.00.dat,0.37
67603.16.11.29.04.43.00.dat,0.05
67605.16.11.29.04.45.00.dat,-0.36
67606.16.11.29.04.46.00.dat,0.29
67607.16.11.29.04.47.00.dat,-0.5
67608.16.11.29.04.48.00.dat,-0.48
67609.16.11.29.04.49.00.dat,-0.49
67610.16.11.29.04.50.00.dat,-0.11
67611.16.11.29.04.51.00.dat,-0.06
67612.16.11.29.04.52.00.dat,-0.51
67613.16.11.29.04.53.00.dat,-0.48
67616.16.11.29.04.56.00.dat,-0.06
67617.16.11.29.04.57.00.dat,-0.06
67620.16.11.29.05.00.00.dat,-0.46
67622.16.11.29.05.02.00.dat,-0.2
67623.16.11.29.05.03.00.dat,0.01
67624.16.11.29.05.04.00.dat,-0.28
67626.16.11.29.05.06.00.dat,-0.31
67627.16.11.29.05.07.00.dat,-0.53
67628.16.11.29.05.08.00.dat,0.02
67629.16.11.29.05.09.00.dat,-0.38
67630.16.11.29.05.10.00.dat,-0.33
67631.16.11.29.05.11.00.dat,-0.28
67632.16.11.29.05.12.00.dat,-0.19
67638.16.11.29.05.18.00.dat,0.27
67639.16.11.29.05.19.00.dat,-0.33
67640.16.11.29.05.20.00.dat,0.08
67643.16.11.29.05.23.00.dat,-0.34
67644.16.11.29.05.24.00.dat,-0.23
67645.16.11.29.05.25.00.dat,-0.33
67646.16.11.29.05.26.00.dat,0.33
67647.16.11.29.05.27.00.dat,-0.25
67648.16.11.29.05.28.00.dat,-0.18
67652.16.11.29.05.32.00.dat,-0.47
67653.16.11.29.05.33.00.dat,-0.11
67656.16.11.29.05.36.00.dat,-0.28
67657.16.11.29.05.37.00.dat,0.29
67659.16.11.29.05.39.00.dat,-0.07
67660.16.11.29.05.40.00.dat,-0.22
67661.16.11.29.05.41.00.dat,-0.29
67662.16.11.29.05.42.00.dat,-0.29
67664.16.11.29.05.44.00.dat,-0.14
67666.16.11.29.05.46.00.dat,-0.36
67667.16.11.29.05.47.00.dat,-0.43
67668.16.11.29.05.48.00.dat,-0.1
67669.16.11.29.05.49.00.dat,-0.32
67670.16.11.29.05.50.00.dat,-0.21
67672.16.11.29.05.52.00.dat,-0.38
67674.16.11.29.05.54.00.dat,-0.38
67676.16.11.29.05.56.00.dat,-0.06
67677.16.11.29.05.57.00.dat,1.23
67680.16.11.29.06.00.00.dat,0.51
67681.16.11.29.06.01.00.dat,-0.27
67684.16.11.29.06.04.00.dat,0.2
67686.16.11.29.06.06.00.dat,-0.22
67691.16.11.29.06.11.00.dat,-0.16
67694.16.11.29.06.14.00.dat,-0.02
67695.16.11.29.06.15.00.dat,-0.1
67696.16.11.29.06.16.00.dat,0.5
67697.16.11.29.06.17.00.dat,-0.21
67700.16.11.29.06.20.00.dat,-0.41
67701.16.11.29.06.21.00.dat,-0.43
67702.16.11.29.06.22.00.dat,-0.22
67704.16.11.29.06.24.00.dat,-0.29
67707.16.11.29.06.27.00.dat,-0.38
67708.16.11.29.06.28.00.dat,-0.35
67709.16.11.29.06.29.00.dat,1.07
67711.16.11.29.06.31.00.dat,-0.11
67712.16.11.29.06.32.00.dat,-0.43
67715.16.11.29.06.35.00.dat,-0.26
67716.16.11.29.06.36.00.dat,-0.17
67718.16.11.29.06.38.00.dat,-0.12
67720.16.11.29.06.40.00.dat,-0.15
67721.16.11.29.06.41.00.dat,-0.12
67722.16.11.29.06.42.00.dat,-0.26
67723.16.11.29.06.43.00.dat,0.29
67728.16.11.29.06.48.00.dat,-0.35
67730.16.11.29.06.50.00.dat,-0.13
67732.16.11.29.06.52.00.dat,-0.31
67733.16.11.29.06.53.00.dat,0.04
67734.16.11.29.06.54.00.dat,0.4
67735.16.11.29.06.55.00.dat,0.63
67736.16.11.29.06.56.00.dat,-0.24
67744.16.11.29.07.04.00.dat,-0.31
67749.16.11.29.07.09.00.dat,0.59
67751.16.11.29.07.11.00.dat,0.64
67753.16.11.29.07.13.00.dat,-0.04
67772.16.11.29.07.32.00.dat,-0.08
67778.16.11.29.07.38.00.dat,-0.3
67779.16.11.29.07.39.00.dat,-0.23
67782.16.11.29.07.42.00.dat,0.36
67783.16.11.29.07.43.00.dat,-0.27
67788.16.11.29.07.48.00.dat,0.62
67789.16.11.29.07.49.00.dat,-0.51
67790.16.11.29.07.50.00.dat,-0.13
67791.16.11.29.07.51.00.dat,-0.43
67802.16.11.29.08.02.00.dat,-0.41
67803.16.11.29.08.03.00.dat,-0.22
67808.16.11.29.08.08.00.dat,-0.56
67812.16.11.29.08.12.00.dat,0.12
67813.16.11.29.08.13.00.dat,-0.35
67815.16.11.29.08.15.00.dat,-0.02
67822.16.11.29.08.22.00.dat,-0.25
67832.16.11.29.08.32.00.dat,-0.25
67833.16.11.29.08.33.00.dat,0.01
67839.16.11.29.08.39.00.dat,0.29
67845.16.11.29.08.45.00.dat,-0.37
67848.16.11.29.08.48.00.dat,-0.43
67851.16.11.29.08.51.00.dat,-0.34
67853.16.11.29.08.53.00.dat,-0.01
67854.16.11.29.08.54.00.dat,0
67856.16.11.29.08.56.00.dat,-0.2
67857.16.11.29.08.57.00.dat,-0.25
67860.16.11.29.09.00.00.dat,-0.27
67862.16.11.29.09.02.00.dat,-0.26
67866.16.11.29.09.06.00.dat,0.87
67869.16.11.29.09.09.00.dat,-0.33
67875.16.11.29.09.15.00.dat,-0.11
67879.16.11.29.09.19.00.dat,-0.2
67882.16.11.29.09.22.00.dat,-0.01
67883.16.11.29.09.23.00.dat,-0.03
67885.16.11.29.09.25.00.dat,-0.15
67891.16.11.29.09.31.00.dat,-0.31
