X,Y,PP Time (ms),PP Time Error  (ms),Depth (m),Depth Error (m),Month,Day,Hour ,Minute
484404.88,6022183.37,1940.507436,45.33087186,3359.331855,99.95604247,11,21,15,5
485259.1,6022847.82,2010.538012,20.36072586,3531.073572,60.38642391,11,21,15,6
484371.6,6022189.7,1889.767645,80.19322624,3240.050402,184.9917923,11,21,15,21
484790.39,6022547.23,1834.833523,107.1726203,3075.18825,287.6695552,11,21,15,31
484612.89,6021927.08,1999.070987,30.42599649,3496.596125,91.54539656,11,21,15,41
484399.34,6022189.7,1911.108259,50.38792389,3291.304393,115.5249218,11,21,15,48
484402.11,6022192.86,1845.694995,103.3451679,3108.075507,271.5740123,11,21,15,58
484404.88,6022196.02,1903.417243,74.66516766,3273.909642,168.6207337,11,21,15,58
485231.37,6022714.93,1991.239287,21.43913189,3472.984746,64.29971655,11,21,15,59
484391.02,6022154.89,1926.222923,64.27015463,3324.30689,146.681348,11,21,16,11
485281.29,6022784.54,1989.216191,13.71460867,3468.256989,40.35694111,11,21,16,25
484637.85,6021930.24,1986.061112,20.14129634,3459.797765,58.85396362,11,21,16,33
484421.52,6022170.71,2002.446493,24.82583591,3507.069796,74.5926973,11,21,16,51
484404.88,6022202.35,2036.584716,42.71937315,3605.956611,121.4357147,11,21,16,51
484615.66,6021936.57,1966.880983,26.41007344,3418.556514,60.80928882,11,21,17,2
485270.2,6022746.57,1966.363688,23.63046887,3417.364291,52.65585565,11,21,17,5
485270.2,6022733.91,1967.993927,22.32280671,3420.94691,49.69943126,11,21,17,6
484393.79,6022164.38,1966.217095,25.37821126,3417.02288,57.06980896,11,21,17,14
484410.43,6022164.38,1987.567987,19.92312078,3463.682089,58.71412742,11,21,17,22
485234.14,6022686.45,1991.494843,19.34661802,3473.778607,58.14838566,11,21,17,28
484382.7,6022170.71,1993.389795,26.41681873,3479.674359,79.24321954,11,21,17,35
484388.24,6022221.34,1999.470062,25.50624698,3497.736575,77.1438782,11,21,17,35
484612.89,6022015.67,1942.598621,52.68410653,3364.248448,121.0108978,11,21,17,36
485242.46,6022727.59,1904.425812,72.12539306,3276.308419,162.9514686,11,21,17,41
484610.12,6022309.93,2006.003604,14.75459479,3518.084606,43.64910943,11,21,17,41
484571.29,6022366.88,2013.188228,24.00208222,3538.790082,68.8386331,11,21,17,44
484515.82,6022506.1,1997.617697,17.745887,3492.019598,53.12017704,11,21,17,46
484671.13,6022354.23,2019.758333,17.52934125,3558.765362,49.14023874,11,21,17,48
484626.76,6021936.57,1939.797464,55.52850618,3357.661582,127.7054681,11,21,17,51
484407.66,6022135.91,1906.019578,82.21308886,3279.968865,185.6795572,11,21,17,59
484410.43,6022139.07,1874.467745,112.5412934,3195.373448,266.7027429,11,21,18,0
484621.21,6021949.23,1899.834572,74.20493928,3266.211035,167.7958561,11,21,18,7
484590.7,6021876.45,1976.192411,28.32260282,3438.526655,75.10982121,11,21,18,13
484565.74,6022512.43,2033.622403,33.23245907,3598.15918,93.82990147,11,21,18,13
484623.98,6021927.08,1950.859624,35.45542942,3383.691926,76.67368558,11,21,18,24
484615.66,6021955.55,2005.29709,21.60187224,3516.042503,64.47277532,11,21,18,26
484510.27,6022265.63,2006.33881,16.19861443,3519.044837,48.21527032,11,21,18,30
484632.3,6021974.54,1903.24346,50.68923038,3273.503706,116.9831711,11,21,18,31
485275.74,6022752.9,1976.635532,18.47007881,3439.432733,45.3777935,11,21,18,32
484626.76,6021904.93,1911.052463,73.01378818,3291.180049,163.977689,11,21,18,38
484623.98,6021939.73,1925.833488,63.81579421,3323.343571,145.9434868,11,21,18,39
484621.21,6021930.24,1986.94711,17.12265252,3461.911516,50.28481072,11,21,18,39
484623.98,6021952.39,1988.472314,16.32910175,3466.357396,48.21188147,11,21,18,40
484635.08,6021965.05,1956.101502,35.30099379,3395.139063,78.35225482,11,21,18,41
484612.89,6021952.39,1987.429202,14.41135201,3463.272277,41.98380258,11,21,18,50
484632.3,6021949.23,1922.42675,48.1008318,3315.299307,110.9772001,11,21,18,51
484793.16,6022987.04,1989.121391,11.4335755,3468.041601,33.08849942,11,21,19,0
485264.65,6022714.93,2011.266209,19.15328693,3533.19167,57.08338075,11,21,19,0
484621.21,6021961.88,2014.565874,24.15041518,3542.691597,69.27671256,11,21,19,3
484635.08,6021977.7,2037.896779,27.48320271,3609.63778,78.15702292,11,21,19,5
484402.11,6022180.2,1983.884574,14.82507222,3454.780302,40.7604341,11,21,19,10
484604.57,6022360.55,2032.892891,24.42447906,3596.325218,68.54104244,11,21,19,10
484399.34,6022196.02,1933.549199,53.86735917,3342.758352,120.4766283,11,21,19,12
484637.85,6021961.88,1910.791193,60.35715322,3290.609318,137.0560385,11,21,19,14
484402.11,6022142.23,1808.760091,87.32280148,2995.464805,261.2350436,11,21,19,22
484599.02,6021936.57,1957.857151,41.18844386,3398.734676,97.79178453,11,21,19,29
484637.85,6021980.87,1982.973307,16.69779832,3452.857582,45.51353352,11,21,19,32
484599.02,6021911.26,1980.559616,32.34892281,3447.777693,90.19640691,11,21,19,48
484621.21,6021999.85,2005.727288,23.33724122,3517.236129,69.76338847,11,21,19,49
485259.1,6022721.26,1977.968008,20.16076105,3442.293088,51.37903866,11,21,19,53
485264.65,6022708.6,2003.868681,30.03247011,3511.565125,87.3264606,11,21,19,53
485286.84,6022733.91,1976.00579,19.47390791,3438.138247,47.61900009,11,21,19,54
484621.21,6021987.2,2023.230897,26.41157764,3569.488346,73.55196498,11,21,19,55
484371.6,6022177.04,1986.788571,24.31799464,3461.498758,71.22402145,11,21,20,1
485270.2,6022689.62,1912.920942,81.50509481,3295.247273,187.6271937,11,21,20,4
484560.2,6021892.27,1986.235895,20.59659579,3460.191479,60.29239423,11,21,20,11
484637.85,6021987.2,1959.590161,27.06774135,3402.623917,58.53968094,11,21,20,13
484604.57,6021911.26,1950.44041,39.55652542,3382.761003,87.26444604,11,21,20,18
484399.34,6022158.05,1983.51706,19.85820292,3454.012222,56.05543025,11,21,20,22
484626.76,6021936.57,1934.202485,51.13131696,3344.319308,113.805308,11,21,20,30
485314.57,6022759.23,2005.532425,19.68924957,3516.682204,58.93861631,11,21,20,43
485236.91,6022664.3,1925.386436,58.67869289,3322.197541,132.957867,11,21,20,46
484626.76,6022449.15,2042.476083,24.97881522,3622.660452,71.03501925,11,21,20,46
484626.76,6021980.87,1908.333893,58.51729387,3284.875134,133.6146469,11,21,20,52
484599.02,6021917.59,1938.545398,50.49999047,3354.760136,113.1168439,11,21,20,53
484621.21,6021923.91,1977.204822,21.12143761,3440.684018,53.60520739,11,21,20,53
484565.74,6022474.46,2023.029222,16.86108918,3568.839549,46.46745708,11,21,20,57
484615.66,6022468.13,2031.574041,18.25258052,3593.139214,50.42477605,11,21,20,57
484382.7,6022170.71,2006.757522,25.90741768,3520.270079,75.52183983,11,21,21,1
484399.34,6022145.4,1983.270762,24.00442609,3453.497024,68.26434392,11,21,21,2
484382.7,6022145.4,2000.420744,26.47326654,3500.710791,79.78908555,11,21,21,2
484610.12,6021911.26,1925.468515,41.68088359,3322.404794,96.74124887,11,21,21,10
485248.01,6022714.93,2000.0803,24.09214387,3499.620894,72.80862132,11,21,21,12
484615.66,6021923.91,2004.279943,24.79192626,3512.87526,74.14427616,11,21,21,24
485270.2,6022759.23,1981.029146,14.49639581,3448.769686,37.11320141,11,21,21,31
484607.34,6021908.09,1957.776667,38.79226719,3398.56023,90.43668976,11,21,21,34
484654.49,6021974.54,1983.76763,14.06318875,3454.53577,38.15480865,11,21,21,34
484379.92,6022167.55,1949.105092,45.04080843,3379.796585,102.2387113,11,21,21,36
484615.66,6021892.27,1941.741109,43.9236364,3362.233356,96.64740819,11,21,21,38
484216.29,6021278.45,1911.39833,33.89897036,3291.958961,78.90021552,11,21,21,39
484443.71,6022107.43,1977.871329,22.84229424,3442.093571,59.5661271,11,21,21,44
484415.98,6022120.09,1986.504966,27.19373412,3460.791476,79.46982505,11,21,21,45
484199.65,6021278.45,1910.629949,35.08631002,3290.252669,81.64906181,11,21,21,50
484621.21,6021968.21,1915.582194,71.87172686,3301.171212,162.173984,11,21,21,51
484210.74,6021278.45,1918.901163,37.75926263,3307.919261,88.36258315,11,21,21,51
484205.2,6021278.45,1904.343526,34.55426478,3276.11622,79.45654806,11,21,21,53
484210.74,6021265.79,1902.783904,47.18402241,3272.551672,109.1748041,11,21,22,0
484604.57,6021936.57,1978.334029,13.40141288,3443.058587,31.467695,11,21,22,2
484615.66,6021904.93,1965.130809,26.44977868,3414.603745,59.44301691,11,21,22,7
485386.68,6022613.68,1995.027361,19.73942977,3484.606174,58.7240531,11,21,22,10
485275.74,6022721.26,1995.937724,16.90643301,3487.142447,50.64518602,11,21,22,10
484199.65,6021265.79,1924.559468,41.55871459,3320.063882,96.73429353,11,21,22,18
484632.3,6021987.2,1853.643169,77.16702407,3132.559604,203.1066143,11,21,22,19
485375.59,6022638.99,1906.972377,67.30628348,3281.960374,152.5638576,11,21,22,19
485358.95,6022638.99,1937.418851,49.06903507,3352.080785,108.6716943,11,21,22,19
484388.24,6022189.7,1987.8257,33.62048326,3464.441827,99.34936578,11,21,22,19
484391.02,6022218.17,1985.32274,20.48468898,3458.100088,59.38508822,11,21,22,21
485389.45,6022686.45,1986.319825,25.8002626,3460.376098,75.22918265,11,21,22,24
484601.8,6021901.77,1853.126629,100.5334733,3130.978551,258.8900192,11,21,22,26
485253.55,6022689.62,1960.069305,31.73706924,3403.727741,71.01701683,11,21,22,26
485281.29,6022733.91,1982.168505,14.34799746,3451.200655,37.62901766,11,21,22,26
484623.98,6021889.11,2016.641463,27.67872222,3549.287962,78.61676917,11,21,22,26
485364.49,6022664.3,1961.913266,30.68785906,3407.69153,69.5305308,11,21,22,33
485309.02,6022683.29,1995.084884,16.68356884,3484.756559,49.84228059,11,21,22,37
485386.68,6022683.29,1939.441334,34.49250466,3356.823237,76.95938864,11,21,22,40
484194.1,6021088.6,1890.024925,86.09953562,3240.766088,197.6196498,11,21,22,41
484587.93,6022265.63,1841.50545,65.95239271,3095.62204,187.371907,11,21,22,45
485392.23,6022746.57,1972.62989,20.30290606,3430.954699,47.29108389,11,21,22,46
485397.77,6022740.24,1929.572681,53.08152771,3332.531292,119.6839127,11,21,22,49
485370.04,6022727.59,1948.348685,34.48591998,3378.111605,74.46111454,11,21,22,50
485381.13,6022664.3,2009.215173,20.49080677,3527.290364,61.36921191,11,21,22,50
485425.51,6022733.91,1932.479698,56.5075891,3340.022326,127.7303734,11,21,22,52
484610.12,6021936.57,1953.026262,33.19953792,3388.426941,71.74192736,11,21,22,54
485381.13,6022740.24,1962.919635,25.81121128,3409.931959,57.18266824,11,21,22,54
485381.13,6022670.63,1982.148795,17.75158165,3451.159018,47.92457,11,21,22,54
485400.55,6022800.36,1970.774124,22.38365078,3426.814308,52.13490879,11,21,22,55
485392.23,6022645.32,1959.495236,42.39423311,3402.394928,103.0115169,11,21,22,57
485386.68,6022746.57,1956.763743,30.07367769,3396.495866,65.12970858,11,21,23,0
484637.85,6021949.23,1985.861142,13.60367431,3459.341123,38.37993043,11,21,23,1
485314.57,6022695.95,1942.141353,47.61269085,3363.170956,106.3579566,11,21,23,3
485281.29,6022657.98,1990.3162,23.80262015,3470.645293,70.75862314,11,21,23,3
485392.23,6022746.57,1944.988052,43.50764498,3370.092172,96.33407357,11,21,23,8
485370.04,6022695.95,1929.769749,47.82561142,3333.053389,108.4725708,11,21,23,9
484410.43,6022202.35,1969.42346,25.65569579,3423.880172,60.86141106,11,21,23,10
485286.84,6022759.23,1993.036671,13.37105326,3478.570176,40.67908174,11,21,23,10
485358.95,6022645.32,1995.319347,17.21467843,3485.350553,51.49922508,11,21,23,12
484599.02,6022278.29,1940.367585,50.95949731,3359.006893,114.2511655,11,21,23,16
484354.96,6022132.74,1995.32186,28.69996524,3485.356811,86.6106575,11,21,23,19
484210.74,6021272.12,1901.866428,36.37934384,3270.597702,83.4528822,11,21,23,20
485381.13,6022746.57,1960.032038,28.5080442,3403.649451,62.90772546,11,21,23,20
485275.74,6022778.21,1973.557129,26.23816445,3433.006484,65.75814697,11,21,23,24
485289.61,6022813.02,1962.157359,36.15807879,3408.201016,86.05329856,11,21,23,30
485267.42,6022737.08,1996.687765,20.92802421,3489.384277,62.74818266,11,21,23,30
485309.02,6022822.51,2007.151366,16.83019308,3521.398723,50.44369792,11,21,23,30
484626.76,6021980.87,1995.068872,19.65953776,3484.714698,58.49329485,11,21,23,32
485370.04,6022708.6,1986.885335,21.85131829,3461.750351,64.12417097,11,21,23,34
484343.87,6022037.82,1994.498509,25.64105299,3483.094555,76.8491356,11,21,23,36
485325.66,6022670.63,2000.30473,22.95654899,3500.330507,69.25475317,11,21,23,38
484854.18,6022246.65,2021.548772,19.89412248,3564.102767,55.61949146,11,21,23,40
485392.23,6022765.55,1958.034038,29.24699051,3399.118615,63.72215824,11,21,23,41
484815.35,6022246.65,2020.798925,15.21312753,3561.851903,42.56436694,11,21,23,43
484779.3,6022990.2,1955.977568,40.48183448,3394.884319,93.76815836,11,21,23,46
484338.32,6021968.21,1911.698985,51.47169565,3292.629267,117.8453949,11,21,23,47
484321.68,6022025.16,1909.891988,62.64967363,3288.507663,142.2466517,11,21,23,48
484587.93,6021911.26,1987.626493,19.37008117,3463.854847,57.09187933,11,21,23,49
484354.96,6022044.15,1882.053653,62.83415974,3217.81144,152.0359075,11,21,23,50
485386.68,6022657.98,1928.821822,60.34472164,3330.709558,137.4336208,11,21,23,50
485375.59,6022670.63,1981.574598,15.89078382,3449.956489,41.64049778,11,21,23,50
484646.17,6021990.36,1863.491439,90.20878831,3162.569905,227.3900651,11,21,23,51
484612.89,6021927.08,2031.849875,36.39413857,3593.851473,102.0880935,11,21,23,52
484354.96,6022018.84,1907.641493,37.8491114,3283.381478,87.96156892,11,21,23,53
484360.51,6022044.15,1916.19585,38.21865117,3302.401097,89.14303629,11,21,23,53
485397.77,6022740.24,1949.58727,40.95690597,3380.882731,90.20310164,11,21,23,53
484354.96,6022018.84,1988.25567,21.58352032,3465.716479,63.21557347,11,21,23,53
484357.73,6022003.02,1933.504012,43.07644906,3342.645667,96.67380666,11,21,23,54
484343.87,6022050.48,1944.657754,45.35995555,3369.269033,100.7960613,11,21,23,55
485397.77,6022727.59,1989.704218,11.86766172,3469.416313,34.97459089,11,21,23,55
484371.6,6022031.49,1996.634746,26.62235985,3489.211858,80.36009156,11,21,23,55
485386.68,6022657.98,1877.184022,51.98491684,3203.594214,127.9402276,11,21,23,57
484332.77,6021980.87,1987.213761,35.65131615,3462.648392,105.650722,11,22,0,0
485392.23,6022651.65,1983.697431,16.2656324,3454.388779,44.88245444,11,22,0,2
484321.68,6021961.88,1921.483598,50.56912957,3313.348556,116.3215394,11,22,0,3
485370.04,6022632.66,1924.838413,40.82466827,3320.782199,95.0140071,11,22,0,4
485381.13,6022721.26,1974.342533,22.59340709,3434.663127,55.4396821,11,22,0,4
484346.64,6021977.7,1854.513402,68.79342114,3135.255061,181.9817859,11,22,0,6
484623.98,6021965.05,1957.422086,36.36357061,3397.826463,83.09257499,11,22,0,7
484327.23,6021987.2,1939.651575,40.71914026,3357.316804,90.05989919,11,22,0,8
484368.83,6022078.95,1941.61798,42.79233068,3361.940404,94.04880026,11,22,0,8
484341.09,6022009.34,1993.304349,21.21677817,3479.407341,63.14466912,11,22,0,8
484210.74,6021284.77,1925.254305,46.71008038,3321.859396,107.609907,11,22,0,9
485411.64,6022762.39,1983.214297,15.58521826,3453.375672,42.44247389,11,22,0,9
484349.41,6022018.84,1933.056339,39.08053663,3341.496018,88.36185743,11,22,0,10
484357.73,6022015.67,1942.495345,42.92688717,3364.005047,94.3175479,11,22,0,10
484343.87,6021999.85,1934.506771,38.58532109,3345.043534,86.96303495,11,22,0,11
484327.23,6021968.21,2012.033263,25.24699075,3535.338745,72.54575376,11,22,0,12
484593.48,6021942.9,1993.536174,13.27630885,3480.132522,40.29483219,11,22,0,13
485381.13,6022683.29,1947.577644,36.20175705,3376.381186,78.1792353,11,22,0,17
485414.41,6022727.59,1968.924136,24.44353719,3422.801527,56.80370157,11,22,0,17
484349.41,6022006.18,1982.623838,26.68587249,3452.155125,75.40138985,11,22,0,19
485270.2,6022759.23,1994.187402,15.00260701,3482.16049,45.0580819,11,22,0,19
484354.96,6022018.84,2025.507036,40.82914794,3576.461733,114.0523272,11,22,0,20
484324.45,6022003.02,1956.302814,38.69090631,3395.548102,88.96713004,11,22,0,22
484349.41,6022006.18,1974.994494,25.2985106,3436.047058,64.2438351,11,22,0,22
484366.05,6022037.82,1935.446298,43.22308368,3347.375241,96.38908982,11,22,0,28
485270.2,6022936.41,1995.170577,9.151329642,3484.976894,28.03286028,11,22,0,30
484349.41,6021999.85,1987.139518,22.5427053,3462.437727,66.13271703,11,22,0,31
484327.23,6021930.24,1927.686253,57.77685654,3327.982168,130.4327285,11,22,0,33
484346.64,6021990.36,1928.842787,48.51023074,3330.760018,110.2478734,11,22,0,36
485392.23,6022702.27,1989.451398,12.46022032,3468.81512,36.66032494,11,22,0,36
484360.51,6022088.45,1983.639508,22.55399592,3454.267728,64.35870331,11,22,0,38
485320.12,6022695.95,2000.898957,15.61102613,3502.290616,46.59315223,11,22,0,38
484349.41,6022018.84,1991.184217,18.24037931,3472.810197,55.06660872,11,22,0,42
484346.64,6022015.67,1954.039215,33.70421951,3390.722437,73.47707525,11,22,0,43
484363.28,6021984.03,1954.950653,39.48847886,3392.711081,90.20312709,11,22,0,43
485386.68,6022740.24,1974.394369,20.27566229,3434.775447,48.82548434,11,22,0,44
484357.73,6021990.36,1981.777735,17.11961637,3450.389635,45.71724082,11,22,0,44
485381.13,6022676.96,1967.744983,27.26699497,3420.417568,64.14714282,11,22,0,45
484327.23,6021961.88,1876.148396,50.55784759,3200.435616,125.0719924,11,22,0,48
485392.23,6022689.62,1968.090057,24.19229417,3421.152422,55.07148883,11,22,0,51
484338.32,6022006.18,2005.939324,24.59025908,3517.894047,72.64666947,11,22,0,51
484366.05,6022018.84,1936.96175,51.19459825,3350.986299,114.4358016,11,22,0,52
485419.96,6022708.6,1963.079067,31.15606941,3410.277034,72.02604992,11,22,0,53
485278.52,6022775.05,1965.807141,23.97094486,3416.113153,53.47009232,11,22,0,53
484316.13,6021993.52,1938.910967,54.10521468,3355.602628,122.9034173,11,22,0,55
484346.64,6022003.02,1938.518831,44.34974325,3354.697479,97.94398189,11,22,0,56
484360.51,6022006.18,2003.504104,25.41533174,3510.484256,76.1034677,11,22,0,59
484612.89,6021977.7,1937.70841,51.81274695,3352.772206,116.2104035,11,22,1,0
484363.28,6021984.03,1931.546745,62.53586142,3337.538014,144.3044494,11,22,1,2
484368.83,6022028.33,1942.189783,46.45136754,3363.283936,103.5694271,11,22,1,2
485370.04,6022702.27,1914.147225,58.01337104,3298.08754,131.822584,11,22,1,3
485383.91,6022692.78,1982.394366,15.89031288,3451.684707,42.47151695,11,22,1,3
484349.41,6022075.79,1956.612734,38.72762064,3396.18275,89.22014313,11,22,1,5
484341.09,6022009.34,1878.259583,58.73101271,3206.84371,144.2113701,11,22,1,9
485270.2,6022740.24,1988.915412,12.15759549,3467.598821,35.24157325,11,22,1,9
485270.2,6022740.24,1989.208102,10.44001781,3468.238089,30.05666142,11,22,1,9
484604.57,6021923.91,1925.619039,54.20108458,3322.784344,123.4322507,11,22,1,11
484338.32,6021961.88,1962.411411,28.04745024,3408.784281,62.13822013,11,22,1,15
484338.32,6021987.2,1985.427855,18.52068542,3458.33526,53.47096055,11,22,1,15
484321.68,6021949.23,1897.640076,58.94807367,3260.572092,135.5599698,11,22,1,16
484612.89,6021977.7,1952.97002,37.20166144,3388.3016,82.05995472,11,22,1,17
484360.51,6022025.16,1943.759868,31.00009733,3367.130033,68.4232078,11,22,1,18
484366.05,6021993.52,1926.700153,35.01332514,3325.492382,81.78831768,11,22,1,21
484335.55,6021990.36,1934.834166,55.88285981,3345.857165,125.571931,11,22,1,22
484646.17,6021990.36,1960.406219,27.72140747,3404.443049,60.89354306,11,22,1,23
484610.12,6021810.01,2031.660103,18.71171486,3593.365534,51.74889224,11,22,1,25
484332.77,6021987.2,1927.447363,60.33036786,3327.391034,136.9094984,11,22,1,26
484366.05,6022012.51,1920.289206,30.94941611,3310.747882,73.7525899,11,22,1,27
484332.77,6022031.49,1866.682838,82.17190133,3172.099075,207.1356785,11,22,1,29
484349.41,6022006.18,1997.376171,23.73027823,3491.355811,71.42924064,11,22,1,29
484352.19,6021996.69,1968.629131,21.17756535,3422.240714,47.40386425,11,22,1,30
484346.64,6022028.33,1968.989125,28.32425065,3422.936358,68.24699927,11,22,1,30
484363.28,6022009.34,2028.353812,32.37624706,3584.947946,89.6233582,11,22,1,30
485406.09,6022642.16,1991.591341,15.83451543,3474.080314,48.1248282,11,22,1,31
485389.45,6022724.42,1957.794067,29.68097109,3398.59757,64.80992971,11,22,1,33
484338.32,6021993.52,1906.005193,32.3448382,3279.937594,74.35998947,11,22,1,34
484623.98,6021965.05,1881.662029,48.75580059,3216.711163,117.9275913,11,22,1,36
484648.95,6021987.2,1893.793867,48.64239479,3250.736123,113.1295889,11,22,1,36
484349.41,6021987.2,1903.139441,52.22416051,3273.268689,120.3220876,11,22,1,37
484623.98,6021927.08,1940.224907,41.63368816,3358.679326,91.87667594,11,22,1,37
484610.12,6021942.9,2000.050125,27.62742301,3499.530924,83.30410763,11,22,1,37
485381.13,6022676.96,1963.910269,26.33263658,3412.02581,58.47538302,11,22,1,38
484335.55,6021977.7,1949.060113,35.52400888,3379.694706,76.75771685,11,22,1,39
484332.77,6021974.54,1916.384505,33.13780732,3302.77997,77.95788071,11,22,1,41
484335.55,6021977.7,1932.515348,34.69457902,3340.109811,79.16647803,11,22,1,41
485370.04,6022695.95,1982.258636,21.97095452,3451.394277,61.31792693,11,22,1,43
485370.04,6022721.26,1993.408049,13.27960829,3479.731405,40.33649587,11,22,1,43
484360.51,6021999.85,1902.957689,40.99886085,3272.887915,94.71196709,11,22,1,45
485253.55,6022714.93,1979.677684,22.95700202,3445.916403,61.74374595,11,22,1,45
485264.65,6022759.23,1986.830244,16.98477895,3461.606886,49.8038282,11,22,1,49
484343.87,6022018.84,1912.467953,65.55829699,3294.219226,148.1943924,11,22,1,50
484360.51,6022031.49,1852.645165,100.2242021,3129.492341,258.5826688,11,22,1,51
484366.05,6022044.15,1884.750663,61.84850894,3225.638479,148.3850839,11,22,1,51
484357.73,6022028.33,1900.564077,48.69005513,3267.901433,112.2317462,11,22,1,51
484349.41,6022037.82,1965.433398,36.3655625,3415.291798,89.83747518,11,22,1,51
484654.49,6022006.18,1982.642874,16.49729749,3452.192821,44.59059458,11,22,1,51
484626.76,6022303.6,1954.712652,39.13887871,3392.192253,88.93477259,11,22,1,58
484299.49,6021904.93,1938.905701,61.44110815,3355.590705,144.8802818,11,22,2,2
484310.59,6021930.24,1908.092246,72.5756282,3284.311661,163.6967672,11,22,2,5
485281.29,6022759.23,1978.044382,15.78550258,3442.451313,38.60753476,11,22,2,5
485406.09,6022718.09,1978.346644,19.56676216,3443.085145,49.88421096,11,22,2,6
484360.51,6022018.84,1912.669787,64.73318526,3294.652383,146.4644586,11,22,2,7
484654.49,6021999.85,1943.706453,47.28095494,3367.000854,105.1766711,11,22,2,8
485378.36,6022673.8,1938.678428,43.11795761,3355.070667,95.35746402,11,22,2,13
485392.23,6022695.95,1936.8376,32.39997694,3350.697353,72.77907957,11,22,2,16
484338.32,6021999.85,1971.445309,25.20181834,3428.293743,60.95837953,11,22,2,16
484643.4,6022259.3,2013.380699,18.45974947,3539.358464,54.46987458,11,22,2,16
484366.05,6022037.82,1956.778334,34.15907295,3396.52592,75.49535233,11,22,2,18
484593.48,6022132.74,2020.342883,22.38356521,3560.542192,62.83025079,11,22,2,20
484305.04,6021974.54,1937.508142,55.12480283,3352.293068,125.0275044,11,22,2,21
484316.13,6022006.18,1889.8347,91.78401282,3240.236666,209.8162199,11,22,2,22
484341.09,6022034.66,1997.047726,21.37880107,3490.424785,64.25309567,11,22,2,22
485381.13,6022695.95,1973.652267,19.77866995,3433.197523,46.60540798,11,22,2,23
484601.8,6022256.14,2023.205815,18.61347049,3569.408342,51.38430298,11,22,2,24
484349.41,6022037.82,1955.134679,32.71354995,3393.102174,71.40601259,11,22,2,25
485381.13,6022733.91,1964.387748,25.91666841,3412.994599,57.62759009,11,22,2,25
484582.38,6022392.2,2002.526688,16.95083184,3507.317149,50.57507686,11,22,2,26
484377.15,6021974.54,1991.724597,18.76799681,3474.492914,56.45175519,11,22,2,30
484660.04,6021987.2,1931.001025,53.2209167,3336.156442,119.3461425,11,22,2,35
484349.41,6022018.84,1983.872419,19.34244743,3454.754899,54.7908872,11,22,2,36
484360.51,6021993.52,1927.507779,44.89035917,3327.543272,102.8891431,11,22,2,37
484612.89,6022142.23,2010.349018,17.99419667,3530.50753,54.40755482,11,22,2,37
484338.32,6021968.21,1916.141761,41.89103775,3302.293666,96.8222792,11,22,2,40
485364.49,6022676.96,1987.69638,11.73120924,3464.060913,33.5500018,11,22,2,44
485370.04,6022664.3,1998.825739,17.19167683,3495.895963,51.3794745,11,22,2,44
484335.55,6022003.02,1928.413948,33.03648739,3329.710409,77.02178995,11,22,2,46
485275.74,6022752.9,1963.683724,26.54113225,3411.556599,58.90906316,11,22,2,52
485386.68,6022708.6,1968.0707,27.16022387,3421.111015,64.01842614,11,22,2,54
484626.76,6021955.55,1928.873044,41.92387037,3330.832447,96.0342526,11,22,2,55
484346.64,6022040.98,1930.533496,43.49725435,3334.943821,99.04439593,11,22,2,55
485397.77,6022740.24,1960.96875,27.62785881,3405.669715,61.05329926,11,22,2,56
484343.87,6022037.82,1969.44143,24.19257868,3423.918942,56.52076916,11,22,2,56
485303.48,6022790.87,1997.958581,12.59401511,3493.122232,37.99196233,11,22,2,56
484338.32,6022006.18,1960.229312,32.02091441,3404.065335,72.05806379,11,22,2,57
485358.95,6022683.29,1971.149261,25.85282551,3427.667288,62.62513612,11,22,2,57
484360.51,6022056.8,1876.200834,43.09885891,3200.592617,108.1206293,11,22,3,0
485275.74,6022752.9,2006.380909,22.57048044,3519.169761,67.50906728,11,22,3,1
484554.65,6022094.77,1996.176861,11.52824459,3487.846642,35.1416088,11,22,3,4
484338.32,6021993.52,1932.154461,54.56559837,3339.207839,122.1141084,11,22,3,7
484346.64,6022003.02,1943.441728,45.89166701,3366.353436,102.1787833,11,22,3,7
484335.55,6022015.67,2027.063513,40.09427361,3581.023082,111.8274607,11,22,3,7
484654.49,6022025.16,1961.026936,25.3073381,3405.797876,54.61003066,11,22,3,11
484371.6,6022050.48,1958.858389,35.00454863,3400.888191,80.27476248,11,22,3,14
484313.36,6021927.08,1901.607252,77.24340676,3270.029167,174.1217574,11,22,3,18
485364.49,6022670.63,1936.856324,30.27327198,3350.740446,68.36268675,11,22,3,18
484635.08,6021914.42,1874.218144,89.55703667,3194.635716,217.1105639,11,22,3,20
484615.66,6021904.93,1958.922348,36.30332484,3401.031371,84.08482862,11,22,3,20
484313.36,6021889.11,1966.352414,26.00634705,3417.337826,59.12515974,11,22,3,20
484368.83,6021977.7,1989.524439,25.10447925,3468.99049,73.90033265,11,22,3,20
484343.87,6021987.2,1987.101093,20.96447413,3462.329868,61.6266467,11,22,3,21
484366.05,6022031.49,1942.554006,42.92001734,3364.143073,94.29679739,11,22,3,22
484565.74,6022183.37,1953.787779,51.70512094,3390.159768,126.4196383,11,22,3,27
485267.42,6022762.39,1972.804198,19.37753955,3431.347977,44.56091723,11,22,3,27
485436.6,6022683.29,1939.784834,43.16795276,3357.631511,95.18264223,11,22,3,29
484504.73,6022145.4,1995.652301,22.89766055,3486.258628,68.80833789,11,22,3,29
